age,income,credit_history_years,existing_loans,employment_type,loan_amount,loan_term_months,debt_to_income_ratio,credit_score,loan_approved
32,170570,40,2,Part-time,36343,36,0.40742388727171547,787,0
75,40928,13,3,Full-time,90602,36,1.9582558973695325,795,1
39,103379,12,5,Part-time,43613,48,0.3802427851809257,660,0
49,138368,26,4,Full-time,59444,24,0.8194238001897348,748,1
49,18900,38,0,Self-employed,119955,24,0.4111970943966494,780,1
20,11938,2,2,Part-time,35174,48,1.0461637226108627,763,0
70,99585,56,1,Full-time,150474,48,1.379100821593064,882,1
56,180761,51,3,Part-time,78330,36,0.22479328842016982,720,1
69,16118,42,2,Full-time,90579,12,0.24957315544071565,673,1
52,126502,18,5,Part-time,45468,12,1.0862111581817775,706,1
43,34167,43,2,Full-time,64380,36,0.7413928497075433,648,1
56,40522,28,4,Full-time,68688,36,2.5969410454853428,481,0
51,70807,16,0,Self-employed,38443,36,0.9948240348831425,823,1
48,84576,13,4,Full-time,11526,36,1.172050986730738,715,1
57,30626,42,2,Self-employed,19204,48,1.6797107158924933,640,1
41,182242,40,2,Full-time,57574,36,2.4086554597816465,584,0
59,107719,26,2,Full-time,95136,36,0.9170965423778193,820,0
35,129461,57,5,Full-time,45977,36,0.6639384609143821,697,1
51,77423,12,3,Full-time,88346,36,0.4261697913277923,881,1
58,40104,27,2,Unemployed,60087,24,0.8838529919565135,790,0
44,537883,12,5,Full-time,64947,36,1.1480342836378612,634,0
45,34619,57,0,Full-time,105258,48,0.6796794332598377,700,1
54,46312,45,4,Full-time,5717,36,1.0380715588793072,793,0
45,322629,50,0,Unemployed,84642,48,2.182127493861736,809,0
69,79692,15,4,Part-time,61245,60,2.7298597690645376,691,1
69,33509,9,0,Full-time,90843,36,0.6267223437266265,621,1
64,95205,35,3,Part-time,43511,36,0.9396920538167068,650,1
57,79018,49,4,Self-employed,91758,36,0.9008810634070079,824,1
51,26774,30,2,Full-time,108757,48,1.1824345752552228,718,1
72,67223,28,3,Part-time,36746,24,2.5210610249292067,598,0
77,99781,49,1,Unemployed,128125,48,2.6652684054610725,907,0
55,103960,15,0,Full-time,49873,24,2.2190295779848492,697,0
34,33142,43,3,Full-time,80381,36,1.7981157453503422,722,0
42,118290,45,1,Full-time,62421,60,1.5649556975818144,550,1
67,103904,32,2,Self-employed,82518,48,0.6989840259163785,803,1
56,16716,37,1,Full-time,63960,48,2.5914238136659784,723,0
38,35190,33,4,Part-time,146234,48,2.032735591518035,811,0
55,42795,45,2,Full-time,37577,36,1.9994253772337522,551,0
44,28653,42,1,Full-time,33946,36,0.933813402216827,768,0
68,68963,45,3,Part-time,27540,60,1.0699742677395507,791,0
60,151822,27,5,Full-time,101904,36,2.328398447266272,629,0
51,26393,27,1,Full-time,14297,60,0.33425260888183506,838,1
52,163733,24,2,Unemployed,61212,36,1.5796854913358014,782,0
30,38093,26,2,Self-employed,54942,24,0.5276688317589583,812,0
54,26157,30,1,Full-time,37770,36,1.4548252165758213,666,0
60,67064,42,1,Self-employed,110277,60,0.7400566482015574,696,0
46,67136,35,3,Full-time,96624,24,0.9660778216088034,664,0
55,119382,9,1,Self-employed,94043,36,1.041294890084956,751,1
39,175582,18,2,Part-time,29176,36,0.7792420230869045,652,0
51,29148,53,3,Part-time,139401,36,2.7919528497908823,872,1
