age,income,credit_history_years,existing_loans,employment_type,loan_amount,loan_term_months,debt_to_income_ratio,credit_score,loan_approved
61,62973,31,1,Full-time,109154,36,0.01794589970553293,827,1
50,20000,18,2,Full-time,40268,24,0.2436810140789495,726,1
44,32542,31,3,Part-time,97460,36,2.0,498,0
40,20000,25,3,Part-time,109154,12,0.7867644741100552,451,0
41,25883,14,2,Full-time,54846,24,0.03391364644472927,696,1
46,20000,24,2,Full-time,29897,36,0.5668579020662013,850,1
45,20000,12,4,Part-time,92043,36,0.4006779107168412,850,0
67,73115,0,2,Full-time,52476,36,0.6796476317803501,685,1
56,20000,22,2,Full-time,80191,12,0.18894096189698,823,0
28,20000,27,2,Full-time,44832,36,0.6273778366506358,789,0
46,20000,38,2,Full-time,38292,36,0.3143050049159861,655,1
44,20714,19,0,Self-employed,64200,36,0.25162305419321673,576,0
29,20000,29,4,Self-employed,93798,36,0.6080863810117931,548,1
49,20714,31,1,Part-time,18372,36,0.01794589970553293,746,1
25,45565,16,1,Full-time,109154,36,0.17762036070405013,583,0
44,76829,17,2,Full-time,7514,36,0.01794589970553293,722,0
26,42344,17,1,Self-employed,86997,24,0.02957069955177033,640,1
18,20000,36,4,Full-time,56095,36,1.1158454751039861,595,0
67,41826,18,4,Full-time,86334,36,0.01794589970553293,850,1
56,20000,16,2,Full-time,38389,24,0.2427580151576763,432,1
46,20000,30,2,Full-time,40163,36,0.01794589970553293,771,1
48,36909,38,2,Full-time,101853,36,0.01794589970553293,628,1
53,23061,8,2,Self-employed,86198,24,0.19578280956654015,632,0
33,20000,25,4,Self-employed,44158,36,0.037233407245298444,610,1
49,20000,20,1,Full-time,109154,24,1.0801862811561005,500,0
51,58250,16,2,Full-time,54350,60,0.35872945150616503,603,1
51,54977,5,4,Full-time,42775,36,0.01794589970553293,678,1
30,66511,18,1,Unemployed,59057,24,0.01794589970553293,590,1
38,45114,16,2,Full-time,29212,24,0.1733264239388792,624,1
66,35235,14,2,Full-time,68447,36,0.01794589970553293,844,1
42,31447,24,1,Unemployed,29368,24,0.4303237420558025,709,1
33,134687,6,1,Unemployed,91347,36,0.01794589970553293,505,0
31,20000,31,0,Full-time,76804,36,0.01794589970553293,641,1
62,44898,8,2,Part-time,34406,24,0.01794589970553293,824,0
23,20000,34,2,Full-time,5000,36,1.529180512693052,809,0
25,20000,23,1,Part-time,50257,48,0.2982423598599352,658,1
43,122139,8,1,Full-time,53578,36,0.13373859469082108,749,1
41,22207,12,2,Full-time,87574,36,0.44252521232779185,591,0
45,20000,30,3,Full-time,69160,36,0.6069911969541553,704,0
39,20000,49,2,Full-time,24467,60,0.49394422840481655,669,1
47,66654,27,4,Full-time,15987,36,0.01794589970553293,850,1
30,20000,27,4,Full-time,34608,24,0.9475756459822376,632,0
51,63336,18,2,Full-time,29949,24,0.1197525374824594,786,1
34,47221,11,2,Full-time,54475,48,0.08151543503377702,484,0
28,30061,11,4,Full-time,41256,36,0.9798409278140484,500,1
18,37564,15,2,Full-time,5000,36,0.01794589970553293,849,1
42,38454,29,4,Part-time,69099,36,0.23960261994448664,833,0
59,20000,16,2,Part-time,11926,36,0.2398829374949807,425,0
23,107022,50,4,Full-time,6952,36,0.0688137099322341,812,1
33,26330,9,4,Unemployed,14719,48,0.07524307119543393,449,1
23,20000,27,4,Full-time,84421,12,0.24328912411741155,425,1
76,20000,17,4,Part-time,19472,36,0.17100983910526668,821,0
51,20000,21,2,Part-time,109154,36,1.3409560640829348,425,0
22,56309,47,3,Full-time,109154,12,0.6407630259241834,562,0
38,20000,30,2,Full-time,49987,36,0.33984701750527385,425,0
47,53425,36,1,Unemployed,22660,36,0.13281943151191153,672,0
37,20000,38,4,Full-time,54370,36,0.5802779273529914,655,1
43,100045,18,3,Full-time,109154,36,0.01794589970553293,606,1
26,20000,35,2,Self-employed,59542,36,0.08280920996096891,778,0
28,20000,20,2,Self-employed,71838,36,1.116410176550262,425,0
19,35082,20,2,Part-time,45763,36,1.1623744604603288,681,1
30,48713,1,4,Full-time,60130,36,0.5242847952332945,595,1
31,49406,5,4,Full-time,50276,12,0.1855520356872833,699,1
47,20000,3,2,Full-time,109154,36,0.8634471855259473,425,1
19,47435,14,3,Full-time,30074,24,0.01794589970553293,425,1
37,54043,43,2,Unemployed,51701,36,0.01794589970553293,441,0
57,20000,33,0,Full-time,109154,36,0.7096556455479472,707,0
42,20000,19,2,Part-time,5000,60,0.84763881879853,795,0
22,32684,0,0,Self-employed,23632,36,0.9809472608712597,584,1
51,84430,36,4,Full-time,72274,12,0.3048767872047049,496,0
28,55402,31,4,Full-time,59684,36,0.2510193201175793,746,1
21,20000,43,4,Full-time,109154,36,2.0,732,1
62,24504,0,2,Part-time,63669,24,0.2349622420032309,647,0
44,20000,30,4,Full-time,12403,36,0.05989301815369949,782,1
56,50160,29,0,Full-time,29708,24,0.5476771231737838,756,0
31,20000,22,2,Full-time,46922,36,0.2502119029180093,815,1
45,47158,19,5,Full-time,39404,24,0.09713991512458464,587,0
40,36050,13,3,Part-time,19196,36,0.1245662626512441,736,0
43,20000,50,0,Full-time,17048,36,0.01794589970553293,752,1
34,39578,20,1,Full-time,57733,36,0.447232240973176,750,1
51,31088,48,2,Full-time,56832,48,0.01794589970553293,751,1
31,35367,0,1,Full-time,56054,36,0.4312113635175957,626,1
42,38905,7,1,Full-time,72932,12,0.1982026285285236,678,0
39,20000,34,2,Full-time,65121,36,0.8832317474891415,659,1
58,31803,35,3,Full-time,88452,24,0.09523285385984503,776,1
25,20000,24,1,Full-time,6146,36,0.10746692846571149,429,0
55,20863,37,4,Full-time,54535,24,0.2461866476370178,657,0
43,20000,8,2,Unemployed,29409,36,0.33594175123091474,850,0
44,232387,23,1,Full-time,6789,36,0.01794589970553293,850,1
28,40831,17,2,Full-time,34138,24,0.16687177586573587,664,1
29,20000,38,1,Full-time,40844,48,0.7146678670481358,713,0
47,122886,13,2,Full-time,30613,60,0.25306517583203353,814,1
25,20000,3,1,Full-time,21567,36,0.15054134797680707,425,0
43,20000,9,3,Part-time,16188,48,0.34045480883718754,825,1
28,39326,10,2,Full-time,49400,24,0.4797433598153204,721,0
30,24107,37,2,Full-time,5000,48,0.23141254003950396,574,1
37,24643,23,2,Full-time,21805,36,0.7051471749904918,840,1
18,69931,31,2,Full-time,92095,36,0.15878236947945018,850,1
22,20000,11,3,Full-time,100934,24,1.440073370835194,561,0
26,29577,36,3,Full-time,87898,36,1.490860517806948,428,1
51,62595,24,4,Full-time,44317,24,0.01794589970553293,784,1
48,20000,11,0,Full-time,28072,36,0.5007869515047999,748,1
60,20000,28,2,Full-time,68219,36,0.3770887490687819,488,1
66,23621,19,3,Full-time,26681,24,0.06615987765852306,750,1
56,88069,41,2,Part-time,34606,36,0.9178915848115874,812,1
47,90964,26,2,Full-time,24017,36,0.11784836831217854,802,1
27,20000,31,2,Full-time,55314,24,0.5379505081019268,573,0
58,20000,20,1,Self-employed,101317,36,1.9265290582571244,794,0
65,32078,47,4,Full-time,56891,36,0.01794589970553293,462,1
20,20664,18,1,Full-time,47459,36,0.3977998693508873,578,0
25,36038,3,4,Part-time,45819,36,0.17740487593295756,708,1
46,20000,15,1,Unemployed,37887,36,0.37578330401092586,598,0
62,54100,42,2,Full-time,5000,12,0.041763371741223465,727,1
18,137759,1,1,Full-time,26795,60,1.612594280570076,736,0
28,35456,16,5,Full-time,5000,36,0.2903166959618292,727,1
30,115144,7,2,Full-time,40522,36,1.0950302054265144,681,1
18,20000,26,3,Part-time,13791,24,0.5485966388138257,706,0
62,20000,19,2,Self-employed,64924,12,2.0,425,0
39,20000,30,2,Unemployed,20922,36,0.01794589970553293,425,0
42,20000,27,4,Full-time,85572,36,0.4957316382818471,614,1
19,28804,21,1,Full-time,5000,36,0.669838766916489,738,1
67,36405,35,2,Full-time,62190,24,0.5433360507990728,770,1
44,90721,50,2,Full-time,45837,36,0.6360642794234721,739,1
45,75996,24,3,Full-time,5614,24,0.01794589970553293,583,0
45,20000,24,3,Part-time,73612,36,1.8620259587107482,425,0
23,30881,26,4,Full-time,14426,36,0.01794589970553293,425,1
71,107092,42,3,Full-time,26933,36,1.896124701090732,713,1
31,31562,22,2,Full-time,65018,36,0.01794589970553293,796,1
58,20000,22,3,Full-time,102803,12,0.22075844887991547,520,0
34,20000,16,2,Full-time,5000,36,0.47822771435080025,715,1
32,105703,35,2,Full-time,9284,24,0.01794589970553293,842,1
61,55623,40,1,Full-time,35188,36,0.01794589970553293,472,1
52,34901,35,2,Full-time,19524,24,1.635145308495888,812,1
55,72963,31,2,Self-employed,109154,24,0.5639304372700598,822,1
44,20000,10,1,Full-time,56694,36,0.350458116044303,721,0
45,20000,18,2,Full-time,83922,12,0.06676881343178098,472,0
30,124789,37,4,Part-time,36507,36,0.42155977748024365,814,1
26,34885,34,2,Self-employed,103412,36,0.2768477534997724,573,1
25,33532,9,0,Full-time,53569,36,0.01794589970553293,651,1
76,72898,39,4,Full-time,28992,36,0.01794589970553293,778,1
52,66807,26,2,Full-time,5000,48,0.01794589970553293,795,0
27,20000,20,1,Part-time,83146,36,0.01794589970553293,696,0
33,20000,4,4,Part-time,34173,12,1.6484347498390706,756,0
48,20000,16,4,Full-time,109154,60,0.04666429258899629,462,0
41,40416,13,5,Full-time,82982,12,0.12811153470676637,721,1
29,20000,22,0,Part-time,67592,12,1.2455420518379863,425,0
29,20000,16,3,Part-time,83387,12,0.3862309721269238,425,0
27,20000,22,4,Full-time,109154,36,0.635667305250555,577,1
66,20000,30,2,Self-employed,106795,12,1.4767475440749134,633,0
24,20000,19,2,Part-time,32456,36,0.4229702000628457,449,0
44,67907,2,1,Full-time,82658,36,0.01794589970553293,783,1
44,20960,22,1,Full-time,85946,36,0.45165705725657523,757,1
51,92128,34,3,Full-time,73358,36,0.3499280799350688,761,1
64,57918,9,5,Full-time,104120,36,0.01794589970553293,716,1
46,20000,33,1,Self-employed,104662,36,0.18262870854284313,610,0
23,61485,45,2,Unemployed,109154,24,0.20473608209059274,717,1
28,20000,18,0,Self-employed,41737,36,0.0819019833393478,698,1
25,20000,26,2,Full-time,57091,48,0.30417874033298686,680,0
47,20000,18,3,Self-employed,109154,12,1.3459993473223044,630,0
28,35484,12,1,Unemployed,55156,12,0.8454454063763895,741,1
31,20687,30,2,Full-time,15941,36,1.1022973111739005,801,1
67,20000,7,1,Part-time,29372,36,0.90934370995359,795,0
30,155563,23,2,Full-time,11216,36,0.44748569913372926,835,1
41,32428,14,3,Full-time,55252,48,1.4771578763060513,706,1
62,20000,18,3,Unemployed,109154,24,1.321074767480085,588,0
53,51377,24,4,Part-time,19686,36,0.14017547523469537,761,0
57,20000,42,3,Full-time,83866,36,2.0,701,0
30,23011,13,2,Full-time,30994,48,0.01794589970553293,629,1
41,60083,8,2,Full-time,39750,36,1.6936733896504024,693,1
29,30574,27,2,Full-time,24020,48,0.058798606793818486,850,1
37,20000,42,2,Unemployed,44884,60,0.7756654967348733,425,0
46,20000,42,1,Full-time,25950,12,0.4511627189105486,634,0
48,44144,20,0,Self-employed,49366,48,0.27056132658348275,660,0
59,20000,18,1,Full-time,109154,24,0.9309979612447552,651,1
28,20000,0,1,Part-time,5000,60,0.8591459328736151,587,0
47,29675,15,1,Full-time,32608,36,0.01794589970553293,714,1
76,38281,32,2,Full-time,25191,60,0.22696773025908412,761,1
80,32535,17,3,Full-time,5000,24,0.01794589970553293,790,1
40,34159,18,2,Full-time,43045,36,0.5585106886092139,850,1
25,20000,29,4,Full-time,109154,36,0.26461566592668806,465,1
42,20000,26,4,Self-employed,109154,36,0.5578916883234679,473,0
30,48819,12,3,Full-time,109154,36,0.2711358400474099,541,1
65,20000,41,2,Full-time,75787,36,0.7199549168476053,784,1
58,20000,49,2,Full-time,49211,36,1.542423499774924,439,0
37,20000,35,2,Full-time,66564,60,0.01794589970553293,425,1
39,20000,23,0,Full-time,18535,24,0.30724004570712876,425,0
42,40088,20,3,Full-time,96382,24,0.5760987435845968,802,1
76,38200,22,1,Full-time,67846,36,0.01794589970553293,692,1
61,66169,22,1,Full-time,30753,12,0.01794589970553293,847,1
49,20000,35,2,Full-time,22050,12,1.3861285884269585,672,0
43,21235,12,3,Full-time,69793,48,1.0787031129781728,467,1
29,20000,27,2,Full-time,48741,36,0.7156224558930859,760,0
27,104023,41,4,Full-time,32543,36,0.01794589970553293,842,0
54,26114,22,2,Full-time,73231,36,0.197119313791925,713,1
41,20000,0,3,Full-time,50158,48,0.26224432521660096,425,1
42,20000,19,3,Full-time,76187,24,1.222257110571955,445,0
26,20000,4,3,Full-time,49954,36,0.96308996908242,425,0
48,32941,20,2,Full-time,85501,48,0.01794589970553293,783,1
58,45546,17,4,Full-time,17325,36,0.07347933866299172,574,0
42,56030,1,3,Part-time,50161,36,0.7606095441586733,714,1
60,32991,31,4,Full-time,39605,36,2.0,695,0
22,20000,8,2,Full-time,38644,24,0.027718488440602013,425,0
43,37994,42,2,Unemployed,65227,24,0.2571061144670876,425,1
27,20000,29,2,Self-employed,42928,24,1.1633221236275513,674,1
71,155043,46,6,Full-time,14646,36,0.09358261134526971,772,0
39,21707,3,4,Self-employed,22360,36,1.0112356655246515,454,0
21,106652,33,2,Full-time,5000,36,0.01794589970553293,634,1
34,20000,29,0,Part-time,100122,36,0.22679221627600712,779,1
27,46216,7,1,Self-employed,54957,36,0.0343383384758853,636,0
48,39420,50,2,Full-time,38367,36,0.40841904393508394,850,1
48,41478,22,1,Full-time,95743,36,0.45018334915986086,724,1
27,21619,36,2,Self-employed,8236,12,0.41211490872059037,832,1
44,20000,18,4,Full-time,106205,36,0.39370937056628086,425,0
56,20000,42,2,Full-time,50884,36,0.4768133331434311,526,1
26,25248,14,2,Full-time,9367,36,0.14155038516762328,812,1
39,124289,21,1,Full-time,12126,36,0.13076729205628423,764,0
34,40381,30,5,Full-time,71744,24,0.8519803108228406,757,1
39,20000,18,3,Full-time,45291,12,0.7696283153179422,608,0
53,20000,14,1,Full-time,35089,36,0.44716476806595157,789,1
45,20000,10,3,Part-time,109154,24,2.0,518,1
52,20000,23,4,Full-time,34896,36,0.37085547001243624,434,0
60,115016,40,2,Full-time,49501,24,0.01794589970553293,729,1
43,39236,40,1,Full-time,71752,24,0.01794589970553293,778,1
44,20000,35,1,Full-time,35249,36,0.6739878124725353,425,1
30,32448,37,4,Unemployed,14246,24,0.1285275535818703,512,0
36,20000,7,2,Self-employed,9463,36,0.6998888598375327,850,1
37,34060,21,2,Full-time,36967,24,0.01794589970553293,721,1
41,54180,4,2,Full-time,54692,36,0.01794589970553293,695,0
45,26719,25,1,Full-time,5000,36,0.41286467733190424,714,1
53,41335,17,2,Full-time,74944,36,0.01794589970553293,844,1
62,20000,42,1,Full-time,41988,36,0.8157444095056243,575,1
50,20000,2,2,Part-time,5000,36,0.28742073145903574,664,1
53,56061,11,3,Full-time,109154,60,0.55607928047641,693,1
26,34138,28,4,Part-time,79112,36,2.0,570,1
33,45488,22,1,Self-employed,57597,36,0.38305897512051235,765,1
33,20000,5,1,Full-time,17403,36,1.3306945749284116,682,0
37,86261,8,2,Full-time,39954,36,0.01794589970553293,837,1
36,20000,17,4,Full-time,66654,36,1.9836518350913532,438,1
23,20000,14,1,Full-time,49423,48,0.4785627737645846,635,1
46,24272,31,4,Full-time,37702,36,0.7113742862923518,664,1
26,20000,20,3,Self-employed,28205,36,0.49953168329734704,703,0
40,20511,6,2,Unemployed,11769,24,0.2932103730844907,773,0
36,28780,47,2,Full-time,5000,36,0.01794589970553293,425,1
51,64588,16,1,Full-time,13632,36,0.01794589970553293,850,1
36,37891,31,2,Full-time,61333,36,0.01794589970553293,537,0
44,29784,7,1,Full-time,109154,24,1.1122285891884771,505,0
46,88296,16,2,Full-time,66287,36,0.01794589970553293,602,0
50,122777,24,1,Full-time,30229,36,0.7669613856837565,804,1
25,25074,22,1,Part-time,5000,36,0.01794589970553293,850,1
50,57278,28,1,Full-time,42109,24,0.06795795913511743,737,0
29,64193,40,2,Full-time,86409,24,0.01794589970553293,670,0
40,45447,0,3,Part-time,9052,36,0.17967129537330787,425,1
72,232387,30,1,Full-time,25742,36,1.1272844870451486,769,1
42,20000,7,4,Part-time,109154,36,0.5165102950067197,670,1
44,20000,49,1,Full-time,5000,36,1.379634321724108,509,0
37,20000,9,2,Self-employed,44779,36,0.5592148929546075,641,0
38,20000,0,2,Full-time,66212,36,0.7795244316213439,828,1
58,20638,49,1,Full-time,41670,48,0.2675713719889696,850,1
30,20000,14,4,Full-time,109154,24,0.5176410823227361,425,0
21,131982,20,1,Full-time,59055,36,0.39424626900487736,593,1
50,20000,8,3,Part-time,99519,12,1.0111556030023556,617,0
23,125185,26,2,Full-time,15638,36,0.31580026586752863,791,1
55,20000,14,2,Part-time,66634,36,0.4308642097204395,668,0
27,20000,1,2,Self-employed,61229,24,0.21821453781614011,623,1
51,20000,17,1,Full-time,52267,36,0.01794589970553293,425,0
21,20000,37,2,Full-time,37485,36,0.1891187001141192,546,1
47,47242,16,3,Unemployed,5000,36,1.2860897880501598,650,1
21,20000,2,2,Part-time,42876,24,1.1085742547453719,456,0
39,20000,31,2,Full-time,23410,36,1.8695096277730232,774,0
43,20000,16,1,Self-employed,59232,24,0.4240570406765301,744,0
69,20000,9,1,Part-time,44161,36,1.05215680543767,770,1
47,207638,43,1,Full-time,18808,36,0.01794589970553293,746,1
52,75518,40,2,Full-time,5000,36,0.01794589970553293,702,0
32,20000,9,2,Full-time,82685,24,0.285699315183655,425,1
33,41859,26,3,Full-time,30640,24,0.25204436090315235,762,0
21,24473,26,2,Unemployed,12041,36,1.2580501799851573,702,0
49,63862,33,3,Full-time,52772,24,1.024316969064305,780,1
36,101661,45,2,Full-time,41121,24,0.7496235781553648,657,1
45,20000,0,4,Part-time,103764,36,0.819314978216539,425,0
47,20000,18,4,Full-time,38263,48,1.012430228109436,425,0
42,77684,15,8,Part-time,87194,36,0.01794589970553293,850,1
61,52718,21,0,Full-time,21358,24,0.01794589970553293,796,1
51,58081,40,5,Unemployed,5000,36,0.23636226779299568,707,1
41,63810,20,3,Full-time,49221,36,0.7389685727003732,434,0
26,20000,26,3,Part-time,33274,24,2.0,425,0
65,20000,16,2,Full-time,31748,36,0.01794589970553293,475,1
18,25432,40,1,Full-time,23162,48,2.0,846,1
42,20000,44,2,Self-employed,109154,36,1.128707145482061,537,0
46,24564,1,2,Full-time,10613,12,0.6291176211921997,741,0
39,38097,3,4,Full-time,78286,36,0.17600600241075182,446,0
19,45232,34,3,Self-employed,60151,12,0.5973360402054351,779,0
49,115465,22,2,Part-time,6098,48,0.01794589970553293,454,1
24,57005,44,3,Self-employed,25068,12,1.2367611438595405,518,0
52,30222,8,2,Full-time,43823,36,0.01794589970553293,814,1
